|income_band  |date      |death_rate   |
|Middle Income|2020-08-01|4.4638513349 |
|Low Income   |2020-08-01|2.2251730737 |
|High Income  |2020-08-02|4.5386822094 |
|Middle Income|2020-08-02|4.2839976813 |
|Low Income   |2020-08-02|2.1260640009 |
|High Income  |2020-08-03|4.5386822094 |
|Middle Income|2020-08-03|4.2839976813 |
|Low Income   |2020-08-03|2.1260640009 |
|High Income  |2020-08-04|4.5386822094 |
|Middle Income|2020-08-04|4.2839976813 |
|Low Income   |2020-08-04|2.1260640009 |
|High Income  |2020-08-05|4.5386822094 |
|Middle Income|2020-08-05|4.2839976813 |
|Low Income   |2020-08-05|2.1260640009 |
|High Income  |2020-08-06|4.5386822094 |
|Middle Income|2020-08-06|4.2839976813 |
|Low Income   |2020-08-06|2.1260640009 |
|High Income  |2020-08-07|4.5386822094 |
|Middle Income|2020-08-07|4.2839976813 |
|Low Income   |2020-08-07|2.1260640009 |
|High Income  |2020-08-08|4.5386822094 |
|Middle Income|2020-08-08|4.2839976813 |
|Low Income   |2020-08-08|2.1260640009 |
|High Income  |2020-08-09|4.3474251174 |
|Middle Income|2020-08-09|4.1425853534 |
|Low Income   |2020-08-09|2.0508486536 |
|High Income  |2020-08-10|4.3474251174 |
|Middle Income|2020-08-10|4.1425853534 |
|Low Income   |2020-08-10|2.0508486536 |
|High Income  |2020-08-11|4.3474251174 |
|Middle Income|2020-08-11|4.1425853534 |
|Low Income   |2020-08-11|2.0508486536 |
|High Income  |2020-08-12|4.3474251174 |
|Middle Income|2020-08-12|4.1425853534 |
|Low Income   |2020-08-12|2.0508486536 |
|High Income  |2020-08-13|4.3474251174 |
|Middle Income|2020-08-13|4.1425853534 |
|Low Income   |2020-08-13|2.0508486536 |
|High Income  |2020-08-14|4.3474251174 |
|Middle Income|2020-08-14|4.1425853534 |
|Low Income   |2020-08-14|2.0508486536 |
|High Income  |2020-08-15|4.3474251174 |
|Middle Income|2020-08-15|4.1425853534 |
|Low Income   |2020-08-15|2.0508486536 |
|High Income  |2020-08-16|4.1739659384 |
|Middle Income|2020-08-16|4.0117058784 |
|Low Income   |2020-08-16|1.9891373955 |
|High Income  |2020-08-17|4.1739659384 |
|Middle Income|2020-08-17|4.0117058784 |
|Low Income   |2020-08-17|1.9891373955 |
|High Income  |2020-08-18|4.1739659384 |
|Middle Income|2020-08-18|4.0117058784 |
|Low Income   |2020-08-18|1.9891373955 |
|High Income  |2020-08-19|4.1739659384 |
|Middle Income|2020-08-19|4.0117058784 |
|Low Income   |2020-08-19|1.9891373955 |
|High Income  |2020-08-20|4.1739659384 |
|Middle Income|2020-08-20|4.0117058784 |
|Low Income   |2020-08-20|1.9891373955 |
|High Income  |2020-08-21|4.1739659384 |
|Middle Income|2020-08-21|4.0117058784 |
|Low Income   |2020-08-21|1.9891373955 |
|High Income  |2020-08-22|4.1739659384 |
|Middle Income|2020-08-22|4.0117058784 |
|Low Income   |2020-08-22|1.9891373955 |
|High Income  |2020-08-23|4.0277447103 |
|Middle Income|2020-08-23|3.9063906271 |
|Low Income   |2020-08-23|1.9353482779 |
|High Income  |2020-08-24|4.0277447103 |
|Middle Income|2020-08-24|3.9063906271 |
|Low Income   |2020-08-24|1.9353482779 |
|High Income  |2020-08-25|4.0277447103 |
|Middle Income|2020-08-25|3.9063906271 |
|Low Income   |2020-08-25|1.9353482779 |
|High Income  |2020-08-26|4.0277447103 |
|Middle Income|2020-08-26|3.9063906271 |
|Low Income   |2020-08-26|1.9353482779 |
|High Income  |2020-08-27|4.0277447103 |
|Middle Income|2020-08-27|3.9063906271 |
|Low Income   |2020-08-27|1.9353482779 |
|High Income  |2020-08-28|4.0277447103 |
|Middle Income|2020-08-28|3.9063906271 |
|Low Income   |2020-08-28|1.9353482779 |
|High Income  |2020-08-29|4.0277447103 |
|Middle Income|2020-08-29|3.9063906271 |
|Low Income   |2020-08-29|1.9353482779 |
|High Income  |2020-08-30|3.888868327  |
|Middle Income|2020-08-30|3.8023563271 |
|Low Income   |2020-08-30|1.8875255206 |
|High Income  |2020-08-31|3.888868327  |
|Middle Income|2020-08-31|3.8023563271 |
|Low Income   |2020-08-31|1.8875255206 |
|High Income  |2020-09-01|3.888868327  |
|Middle Income|2020-09-01|3.8023563271 |
|Low Income   |2020-09-01|1.8875255206 |
|High Income  |2020-09-02|3.888868327  |
|Middle Income|2020-09-02|3.8023563271 |
|Low Income   |2020-09-02|1.8875255206 |
|High Income  |2020-09-03|3.888868327  |
|Middle Income|2020-09-03|3.8023563271 |
|Low Income   |2020-09-03|1.8875255206 |
|High Income  |2020-09-04|3.888868327  |
|Middle Income|2020-09-04|3.8023563271 |
|Low Income   |2020-09-04|1.8875255206 |
|High Income  |2020-09-05|3.888868327  |
|Middle Income|2020-09-05|3.8023563271 |
|Low Income   |2020-09-05|1.8875255206 |
|High Income  |2020-09-06|3.7479911022 |
|Middle Income|2020-09-06|3.6941311391 |
|Low Income   |2020-09-06|1.8325179387 |
|High Income  |2020-09-07|3.7479911022 |
|Middle Income|2020-09-07|3.6941311391 |
|Low Income   |2020-09-07|1.8325179387 |
|High Income  |2020-09-08|3.7479911022 |
|Middle Income|2020-09-08|3.6941311391 |
|Low Income   |2020-09-08|1.8325179387 |
|High Income  |2020-09-09|3.7479911022 |
|Middle Income|2020-09-09|3.6941311391 |
|Low Income   |2020-09-09|1.8325179387 |
|High Income  |2020-09-10|3.7479911022 |
|Middle Income|2020-09-10|3.6941311391 |
|Low Income   |2020-09-10|1.8325179387 |
|High Income  |2020-09-11|3.7479911022 |
|Middle Income|2020-09-11|3.6941311391 |
|Low Income   |2020-09-11|1.8325179387 |
|High Income  |2020-09-12|3.7479911022 |
|Middle Income|2020-09-12|3.6941311391 |
|Low Income   |2020-09-12|1.8325179387 |
|High Income  |2020-09-13|3.6357669677 |
|Middle Income|2020-09-13|3.6236600594 |
|Low Income   |2020-09-13|1.799928566  |
|High Income  |2020-09-14|3.6357669677 |
|Middle Income|2020-09-14|3.6236600594 |
|Low Income   |2020-09-14|1.799928566  |
|High Income  |2020-09-15|3.6357669677 |
|Middle Income|2020-09-15|3.6236600594 |
|Low Income   |2020-09-15|1.799928566  |
|High Income  |2020-09-16|3.6357669677 |
|Middle Income|2020-09-16|3.6236600594 |
|Low Income   |2020-09-16|1.799928566  |
|High Income  |2020-09-17|3.6357669677 |
|Middle Income|2020-09-17|3.6236600594 |
|Low Income   |2020-09-17|1.799928566  |
|High Income  |2020-09-18|3.6357669677 |
|Middle Income|2020-09-18|3.6236600594 |
|Low Income   |2020-09-18|1.799928566  |
|High Income  |2020-09-19|3.6357669677 |
|Middle Income|2020-09-19|3.6236600594 |
|Low Income   |2020-09-19|1.799928566  |
|Middle Income|2020-09-20|3.528901189  |
|High Income  |2020-09-20|3.5084578425 |
|Low Income   |2020-09-20|1.7580204874 |
|Middle Income|2020-09-21|3.528901189  |
|High Income  |2020-09-21|3.5084578425 |
|Low Income   |2020-09-21|1.7580204874 |
|Middle Income|2020-09-22|3.528901189  |
|High Income  |2020-09-22|3.5084578425 |
|Low Income   |2020-09-22|1.7580204874 |
|Middle Income|2020-09-23|3.528901189  |
|High Income  |2020-09-23|3.5084578425 |
|Low Income   |2020-09-23|1.7580204874 |
|Middle Income|2020-09-24|3.528901189  |
|High Income  |2020-09-24|3.5084578425 |
|Low Income   |2020-09-24|1.7580204874 |
|Middle Income|2020-09-25|3.528901189  |
|High Income  |2020-09-25|3.5084578425 |
|Low Income   |2020-09-25|1.7580204874 |
|Middle Income|2020-09-26|3.528901189  |
|High Income  |2020-09-26|3.5084578425 |
|Low Income   |2020-09-26|1.7580204874 |
|Middle Income|2020-09-27|3.4391615135 |
|High Income  |2020-09-27|3.3909834369 |
|Low Income   |2020-09-27|1.7312791167 |
|Middle Income|2020-09-28|3.4391615135 |
|High Income  |2020-09-28|3.3909834369 |
|Low Income   |2020-09-28|1.7312791167 |
|Middle Income|2020-09-29|3.4391615135 |
|High Income  |2020-09-29|3.3909834369 |
|Low Income   |2020-09-29|1.7312791167 |
|Middle Income|2020-09-30|3.4391615135 |
|High Income  |2020-09-30|3.3909834369 |
|Low Income   |2020-09-30|1.7312791167 |
|Middle Income|2020-10-01|3.4391615135 |
|High Income  |2020-10-01|3.3909834369 |
|Low Income   |2020-10-01|1.7312791167 |
|Middle Income|2020-10-02|3.4391615135 |
|High Income  |2020-10-02|3.3909834369 |
|Low Income   |2020-10-02|1.7312791167 |
|Middle Income|2020-10-03|3.4391615135 |
|High Income  |2020-10-03|3.3909834369 |
|Low Income   |2020-10-03|1.7312791167 |
|Middle Income|2020-10-04|3.356896354  |
|High Income  |2020-10-04|3.2831576649 |
|Low Income   |2020-10-04|1.7053809476 |
|Middle Income|2020-10-05|3.356896354  |
|High Income  |2020-10-05|3.2831576649 |
|Low Income   |2020-10-05|1.7053809476 |
|Middle Income|2020-10-06|3.356896354  |
|High Income  |2020-10-06|3.2831576649 |
|Low Income   |2020-10-06|1.7053809476 |
|Middle Income|2020-10-07|3.356896354  |
|High Income  |2020-10-07|3.2831576649 |
|Low Income   |2020-10-07|1.7053809476 |
|Middle Income|2020-10-08|3.356896354  |
|High Income  |2020-10-08|3.2831576649 |
|Low Income   |2020-10-08|1.7053809476 |
|Middle Income|2020-10-09|3.356896354  |
|High Income  |2020-10-09|3.2831576649 |
|Low Income   |2020-10-09|1.7053809476 |
|Middle Income|2020-10-10|3.356896354  |
|High Income  |2020-10-10|3.2831576649 |
|Low Income   |2020-10-10|1.7053809476 |
|Middle Income|2020-10-11|3.2669783596 |
|High Income  |2020-10-11|3.1622271922 |
|Low Income   |2020-10-11|1.6858038968 |
|Middle Income|2020-10-12|3.2669783596 |
|High Income  |2020-10-12|3.1622271922 |
|Low Income   |2020-10-12|1.6858038968 |
|Middle Income|2020-10-13|3.2669783596 |
|High Income  |2020-10-13|3.1622271922 |
|Low Income   |2020-10-13|1.6858038968 |
|Middle Income|2020-10-14|3.2669783596 |
|High Income  |2020-10-14|3.1622271922 |
|Low Income   |2020-10-14|1.6858038968 |
|Middle Income|2020-10-15|3.2669783596 |
|High Income  |2020-10-15|3.1622271922 |
|Low Income   |2020-10-15|1.6858038968 |
|Middle Income|2020-10-16|3.2669783596 |
|High Income  |2020-10-16|3.1622271922 |
|Low Income   |2020-10-16|1.6858038968 |
|Middle Income|2020-10-17|3.2669783596 |
|High Income  |2020-10-17|3.1622271922 |
|Low Income   |2020-10-17|1.6858038968 |
|Middle Income|2020-10-18|3.1708526725 |
|High Income  |2020-10-18|3.0303429512 |
|Low Income   |2020-10-18|1.6669491739 |
|Middle Income|2020-10-19|3.1708526725 |
|High Income  |2020-10-19|3.0303429512 |
|Low Income   |2020-10-19|1.6669491739 |
|Middle Income|2020-10-20|3.1708526725 |
|High Income  |2020-10-20|3.0303429512 |
|Low Income   |2020-10-20|1.6669491739 |
|Middle Income|2020-10-21|3.1708526725 |
|High Income  |2020-10-21|3.0303429512 |
|Low Income   |2020-10-21|1.6669491739 |
|Middle Income|2020-10-22|3.1708526725 |
|High Income  |2020-10-22|3.0303429512 |
|Low Income   |2020-10-22|1.6669491739 |
|Middle Income|2020-10-23|3.1708526725 |
|High Income  |2020-10-23|3.0303429512 |
|Low Income   |2020-10-23|1.6669491739 |
|Middle Income|2020-10-24|3.1708526725 |
|High Income  |2020-10-24|3.0303429512 |
|Low Income   |2020-10-24|1.6669491739 |
|Middle Income|2020-10-25|3.0654615167 |
|High Income  |2020-10-25|2.8839998355 |
|Low Income   |2020-10-25|1.6481669325 |
|Middle Income|2020-10-26|3.0654615167 |
|High Income  |2020-10-26|2.8839998355 |
|Low Income   |2020-10-26|1.6481669325 |
|Middle Income|2020-10-27|3.0654615167 |
|High Income  |2020-10-27|2.8839998355 |
|Low Income   |2020-10-27|1.6481669325 |
|Middle Income|2020-10-28|3.0654615167 |
|High Income  |2020-10-28|2.8839998355 |
|Low Income   |2020-10-28|1.6481669325 |
|Middle Income|2020-10-29|3.0654615167 |
|High Income  |2020-10-29|2.8839998355 |
|Low Income   |2020-10-29|1.6481669325 |
|Middle Income|2020-10-30|3.0654615167 |
|High Income  |2020-10-30|2.8839998355 |
|Low Income   |2020-10-30|1.6481669325 |
|Middle Income|2020-10-31|3.0654615167 |
|High Income  |2020-10-31|2.8839998355 |
|Low Income   |2020-10-31|1.6481669325 |
|Middle Income|2020-11-01|2.9591807759 |
|High Income  |2020-11-01|2.7444540139 |
|Low Income   |2020-11-01|1.6348221761 |
|Middle Income|2020-11-02|2.9591807759 |
|High Income  |2020-11-02|2.7444540139 |
|Low Income   |2020-11-02|1.6348221761 |
|Middle Income|2020-11-03|2.9591807759 |
|High Income  |2020-11-03|2.7444540139 |
|Low Income   |2020-11-03|1.6348221761 |
|Middle Income|2020-11-04|2.9591807759 |
|High Income  |2020-11-04|2.7444540139 |
|Low Income   |2020-11-04|1.6348221761 |
|Middle Income|2020-11-05|2.9591807759 |
|High Income  |2020-11-05|2.7444540139 |
|Low Income   |2020-11-05|1.6348221761 |
|Middle Income|2020-11-06|2.9591807759 |
|High Income  |2020-11-06|2.7444540139 |
|Low Income   |2020-11-06|1.6348221761 |
|Middle Income|2020-11-07|2.9591807759 |
|High Income  |2020-11-07|2.7444540139 |
|Low Income   |2020-11-07|1.6348221761 |
|Middle Income|2020-11-08|2.8665941145 |
|High Income  |2020-11-08|2.6329596094 |
|Low Income   |2020-11-08|1.6250554239 |
|Middle Income|2020-11-09|2.8665941145 |
|High Income  |2020-11-09|2.6329596094 |
|Low Income   |2020-11-09|1.6250554239 |
|Middle Income|2020-11-10|2.8665941145 |
|High Income  |2020-11-10|2.6329596094 |
|Low Income   |2020-11-10|1.6250554239 |
|Middle Income|2020-11-11|2.8665941145 |
|High Income  |2020-11-11|2.6329596094 |
|Low Income   |2020-11-11|1.6250554239 |
|Middle Income|2020-11-12|2.8665941145 |
|High Income  |2020-11-12|2.6329596094 |
|Low Income   |2020-11-12|1.6250554239 |
|Middle Income|2020-11-13|2.8665941145 |
|High Income  |2020-11-13|2.6329596094 |
|Low Income   |2020-11-13|1.6250554239 |
|Middle Income|2020-11-14|2.8665941145 |
|High Income  |2020-11-14|2.6329596094 |
|Low Income   |2020-11-14|1.6250554239 |
|Middle Income|2020-11-15|2.7855905794 |
|High Income  |2020-11-15|2.5494349251 |
|Low Income   |2020-11-15|1.6115533172 |
|Middle Income|2020-11-16|2.7855905794 |
|High Income  |2020-11-16|2.5494349251 |
|Low Income   |2020-11-16|1.6115533172 |
|Middle Income|2020-11-17|2.7855905794 |
|High Income  |2020-11-17|2.5494349251 |
|Low Income   |2020-11-17|1.6115533172 |
|Middle Income|2020-11-18|2.7855905794 |
|High Income  |2020-11-18|2.5494349251 |
|Low Income   |2020-11-18|1.6115533172 |
|Middle Income|2020-11-19|2.7855905794 |
|High Income  |2020-11-19|2.5494349251 |
|Low Income   |2020-11-19|1.6115533172 |
|Middle Income|2020-11-20|2.7855905794 |
|High Income  |2020-11-20|2.5494349251 |
|Low Income   |2020-11-20|1.6115533172 |
|Middle Income|2020-11-21|2.7855905794 |
|High Income  |2020-11-21|2.5494349251 |
|Low Income   |2020-11-21|1.6115533172 |
|Middle Income|2020-11-22|2.7250925201 |
|High Income  |2020-11-22|2.4938415217 |
|Low Income   |2020-11-22|1.6064694358 |
|Middle Income|2020-11-23|2.7250925201 |
|High Income  |2020-11-23|2.4938415217 |
|Low Income   |2020-11-23|1.6064694358 |
|Middle Income|2020-11-24|2.7250925201 |
|High Income  |2020-11-24|2.4938415217 |
|Low Income   |2020-11-24|1.6064694358 |
|Middle Income|2020-11-25|2.7250925201 |
|High Income  |2020-11-25|2.4938415217 |
|Low Income   |2020-11-25|1.6064694358 |
|Middle Income|2020-11-26|2.7250925201 |
|High Income  |2020-11-26|2.4938415217 |
|Low Income   |2020-11-26|1.6064694358 |
|Middle Income|2020-11-27|2.7250925201 |
|High Income  |2020-11-27|2.4938415217 |
|Low Income   |2020-11-27|1.6064694358 |
|Middle Income|2020-11-28|2.7250925201 |
|High Income  |2020-11-28|2.4938415217 |
|Low Income   |2020-11-28|1.6064694358 |
|Middle Income|2020-11-29|2.6787710266 |
|High Income  |2020-11-29|2.4587977824 |
|Low Income   |2020-11-29|1.5942273875 |
|Middle Income|2020-11-30|2.6787710266 |
|High Income  |2020-11-30|2.4587977824 |
|Low Income   |2020-11-30|1.5942273875 |
|Middle Income|2020-12-01|2.6787710266 |
|High Income  |2020-12-01|2.4587977824 |
|Low Income   |2020-12-01|1.5942273875 |
|Middle Income|2020-12-02|2.6787710266 |
|High Income  |2020-12-02|2.4587977824 |
|Low Income   |2020-12-02|1.5942273875 |
|Middle Income|2020-12-03|2.6787710266 |
|High Income  |2020-12-03|2.4587977824 |
|Low Income   |2020-12-03|1.5942273875 |
|Middle Income|2020-12-04|2.6787710266 |
|High Income  |2020-12-04|2.4587977824 |
|Low Income   |2020-12-04|1.5942273875 |
|Middle Income|2020-12-05|2.6787710266 |
|High Income  |2020-12-05|2.4587977824 |
|Low Income   |2020-12-05|1.5942273875 |
|Middle Income|2020-12-06|2.6325985509 |
|High Income  |2020-12-06|2.4281995697 |
|Low Income   |2020-12-06|1.5904108838 |
|Middle Income|2020-12-07|2.6325985509 |
|High Income  |2020-12-07|2.4281995697 |
|Low Income   |2020-12-07|1.5904108838 |
|Middle Income|2020-12-08|2.6325985509 |
|High Income  |2020-12-08|2.4281995697 |
|Low Income   |2020-12-08|1.5904108838 |
|Middle Income|2020-12-09|2.6325985509 |
|High Income  |2020-12-09|2.4281995697 |
|Low Income   |2020-12-09|1.5904108838 |
|Middle Income|2020-12-10|2.6325985509 |
|High Income  |2020-12-10|2.4281995697 |
|Low Income   |2020-12-10|1.5904108838 |
|Middle Income|2020-12-11|2.6325985509 |
|High Income  |2020-12-11|2.4281995697 |
|Low Income   |2020-12-11|1.5904108838 |
|Middle Income|2020-12-12|2.6325985509 |
|High Income  |2020-12-12|2.4281995697 |
|Low Income   |2020-12-12|1.5904108838 |
|Middle Income|2020-12-13|2.5905848758 |
|High Income  |2020-12-13|2.3972458039 |
|Low Income   |2020-12-13|1.5899372562 |
|Middle Income|2020-12-14|2.5905848758 |
|High Income  |2020-12-14|2.3972458039 |
|Low Income   |2020-12-14|1.5899372562 |
|Middle Income|2020-12-15|2.5905848758 |
|High Income  |2020-12-15|2.3972458039 |
|Low Income   |2020-12-15|1.5899372562 |
|Middle Income|2020-12-16|2.5905848758 |
|High Income  |2020-12-16|2.3972458039 |
|Low Income   |2020-12-16|1.5899372562 |
|Middle Income|2020-12-17|2.5905848758 |
|High Income  |2020-12-17|2.3972458039 |
|Low Income   |2020-12-17|1.5899372562 |
|Middle Income|2020-12-18|2.5905848758 |
|High Income  |2020-12-18|2.3972458039 |
|Low Income   |2020-12-18|1.5899372562 |
|Middle Income|2020-12-19|2.5905848758 |
|High Income  |2020-12-19|2.3972458039 |
|Low Income   |2020-12-19|1.5899372562 |
|Middle Income|2020-12-20|2.5543085338 |
|High Income  |2020-12-20|2.3674566273 |
|Low Income   |2020-12-20|1.5953201735 |
|Middle Income|2020-12-21|2.5543085338 |
|High Income  |2020-12-21|2.3674566273 |
|Low Income   |2020-12-21|1.5953201735 |
|Middle Income|2020-12-22|2.5543085338 |
|High Income  |2020-12-22|2.3674566273 |
|Low Income   |2020-12-22|1.5953201735 |
|Middle Income|2020-12-23|2.5543085338 |
|High Income  |2020-12-23|2.3674566273 |
|Low Income   |2020-12-23|1.5953201735 |
|Middle Income|2020-12-24|2.5543085338 |
|High Income  |2020-12-24|2.3674566273 |
|Low Income   |2020-12-24|1.5953201735 |
|Middle Income|2020-12-25|2.5543085338 |
